ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state
749,,Italy,"Mar 07, 2020",,"The decree imposed the closure of museums, cultural centres and ski resorts in the lockdown areas and the closure of cinemas, theatres, pubs, dance schools, game rooms, betting rooms and bingo halls, discos and similar places in the entire country",,,,"cultural activity limitation, limited nonessential business suspension",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,
748,,Italy,"Mar 07, 2020",,"Shopping centres had to be closed on weekends, while other commercial activities could remain open if a distance of one metre between customers could be guaranteed",,,,limited nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,
751,,Italy,"Mar 08, 2020",,"Riots broke out in many penitentiaries throughout Italy after restrictions on conjugal visits were imposed by the government in the 8 March decree. Nine prisoners died in Modena and three in Rieti, while 76 detainees escaped from Foggia's penitentiary.Two prison agents were assaulted and kidnapped in Pavia. On 9 March in Bologna, detainees took control of the Dozza penitentiary, forcing personnel to exit the building. On 11 March, two prisoners were found dead in Bologna's penitentiary.",,,,"prisons closed to visitors, riots",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,
759,,Austria,"Feb 25, 2020",,"On 25 February 2020, Austria confirmed the first two cases of COVID-19, a 24-year-old man and a 24-year-old woman from Lombardy, Italy tested positive and were treated at a hospital in Innsbruck, Tyrol.",,,,"case reporting, first case",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,
761,,Austria,"Mar 13, 2020",,"After initially playing down the risks, Tyrolean authorities placed the entire town in quarantine on 13 March",,Ischgl,Tyrol,outbound traveller ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,
760,,Austria,"Mar 01, 2020",,"Beginning from 1 March, authorities in Germany and the Nordic countries begun identifying Tyrolean ski resort town of Ischgl as a major coronavirus hotspot. Several hundred infections were eventually traced back to the town with transmissions having occured from late February on.",,,,source tracing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,
747,,Italy,"Mar 07, 2020",,"The decree also established the closure of all gyms, swimming pools, spas and wellness centres.",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Italy,,,,
770,,Albania,"Mar 10, 2020",,"On 10 March, all citizens were alerted of the new lockdown policy by text from Prime Minister Edi Rama, who said the policy was regrettable but necessary, with the text also telling them to be safe, wash their hands and avoid fake news, while also announcing a vehicle ban. Use of private cars and intercity transport vehicles was banned in Tirana and Durres, and all private and public transport was banned in Shkodra, Lezha, Elbasani, Lushnja, Fieri and Vlora, with the only vehicles allowed being ambulances and vehicles for delivering essentials",,,,domestic travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
769,,Albania,"Mar 08, 2020",,"lbanian Health Minister Olgeta Manastirliu announced that anyone entering Albania from quarantined areas of Italy will have to self-isolate, or face punishment if they fail to do so",,,,international traveller quarantine - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
768,,Albania,"Mar 08, 2020",,"ordered cancellation of all large public gatherings, and asked sports federations to cancel scheduled matches",,,,"outdoor gatherings banned, sports cancellation",500,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
767,,Albania,"Mar 08, 2020","Mar 22, 2020","halted all schools for two weeks,",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
766,,Albania,"Mar 08, 2020","Apr 03, 2020","On 8 March, the government stopped all flights and ferries with quarantined areas of northern Italy until 3rd April,",,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,Italy,,
765,,Albania,"Feb 25, 2020",,"Brataj also announced the formation of a task force, while asserting that COVI-19 had not yet arrived in Albania. He specified that citizens coming from affected areas will be monitored for 14 days and treated as suspected cases, and treated with vitamins.",,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
764,,Albania,"Feb 25, 2020",,"On the same day, the Department of Health and Social Protection meet with the Technical Expert Committee, and decided to increase its hospital budget by $1 million, to increase the stock of personal protection equipment.",,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
763,,Albania,"Feb 25, 2020",,"On 25 February, Skender Brataj, head of the National Medical Emergency Center (NMEC), announced protocols in case COVID-19 spread to Albania, explaining that citizens that suspect they have contracted the virus should call the designated National Emergency Number 127. He instructed all Albanian citizens arriving from China, Singapore, Iran, South Korea or Italy, to call the same number, so that a medical group with protective suits can escort them to an infections hospital for testing, with all samples sent to the Public Health Institute",,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
771,,Albania,"Mar 10, 2020",,"Bonuses of 1000 euros were added to the salaries of medical staff, and a 500 euro bonus was added to the salary of medical workers.",,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
762,,Albania,"Mar 10, 2020",,"On 10 March, President Ilir Meta called for retired Albanian doctors to re-enter the work force.",,,,retired doctors called,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
772,,Austria,"Mar 16, 2020",,"As of 16 March, nationwide, homes may only be left for one of the following reasons:[19]
urgently necessary professional activities
necessary purchases (groceries or medication)
assisting other people
outside walks, alone or in company of people living in the same household
Officials stated that those restrictions are being actively enforced by the police.",,,,household quarantine,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Austria,,,,
776,,Albania,"Mar 10, 2020",,"Rama also announced an expansion of the areas from which arrivals must self-isolate, to newly include all of Italy as well as all of Greece, and ordered police to patrol the streets, detain any violators, and penalize them with a 5000 euro fine. The army and police mobilized to patrol the streets and search for any citizens with self-isolation orders who could be violating them",,,,international traveller quarantine - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
775,,Albania,"Mar 10, 2020",,"Bars, restaurants, gyms, discos, and venues with live music were all ordered to close",,,,"limited nonessential business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
773,,Albania,"Mar 10, 2020",,The disinfectation of all public places was also underway.,,,,public transport cleaning,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
774,,Albania,"Mar 10, 2020",,The retired would get their pensions delivered at home with no charge.,,,,isolation allowance,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
783,,Albania,"Mar 12, 2020",,"the police and the army mobilized and set up a total of 70 checkpoints on that day, spread throughout the country to make sure people are complying with self-quarantine requirements. At checkpoints, names are checked against a database of who has been in Italy or Greece since 27 February. Police in some parts of the country, including Fier, began stopping cars with foreign license plates.",,,,compulsory isolation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
780,,Albania,"Mar 12, 2020",,"On 12 March, Rama declared ""war"" on COVID-19.[17] A slew of new measures were announced, including a 72-hour curfew during which only transportation of basic needs such as food and medicine would be permitted,",food and medicine,,,public transport limited,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
778,,Albania,"Mar 11, 2020",,"The Muslim community announced on the 11th that all sermons, prayers and other activities in jumas and mosques were canceled, and told all believers to quarantine themselves and observe prayers at home in private, and rigorously follow and observe the recommendations of the World Health Organization",,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
777,,Albania,"Mar 11, 2020",,"On the night of the 11th, police vehicles played messages on loudspeakers telling citizens to return inside.",,,,public announcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
782,,Albania,"Mar 12, 2020",,the forced closure of garment factories and call centres (which are dependent on the Italian market).,,,,mandated remote work,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
781,,Albania,"Mar 12, 2020",,"a three-month loan holiday,",,,,financial incentive,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
779,,Albania,"Mar 12, 2020",,"By the 12th, 500 people had been charged for violating the travel ban.",,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
790,,Albania,"Mar 13, 2020",,"From 13 March, Albania implemented a hardening of its lockdown in major cities across the country, including Tirana, over the weekend until Sunday at midnight. Roads connecting major cities are also closed. Foreign nationals that need to go to the airport must receive written permission from the police to use the roads. All public facilities at the airport are closed including restaurants and bars.",,,,"blanket curfew - no symptoms, domestic travel ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
789,,Albania,"Mar 12, 2020","Apr 03, 2020","The Albanian Autocephalous Orthodox Church announced on the 12th the suspension of all services until April 3, except for the Divine Liturgy on Sunday, in which it encouraged followers to come for ""healing"" but keep a distance from each other; the Church also encouraged believers to observe rites at home, with the Church's radio station ""Ngjallja"" (""Resurrection"") broadcasting services, although churches would remain to serve those who wished to perform personal prayer while keeping a distance from others. The Catholic church suspended all diocesan and parish activities, all liturgical celebrations including the Holy Mass, all catechisms, all educational courses at community centers and all other parish and diocesan activities. Churches remained open for personal confessions done at a distance, as well as personal prayer done at a distance from other people, while observing the recommendations of authorities. The Albanian Evangelical Church likewise transmitted services online. The Bektashi Global Kryegjyshata suspended all religious activities in its tekkes on the 12th as well.",,,,"religious activity cancellation, religious activity limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
787,,Albania,"Mar 12, 2020",,gyms and government offices with public-facing counters,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
792,,Albania,"Mar 15, 2020",,"On 15 March, Albania closed all of its land borders until further notice, making all travel from Montenegro, Kosovo, North Macedonia, and Greece prohibited.",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
791,,Albania,"Mar 13, 2020",,Sea travel from Greece and Italy was prohibited except for freight vessels.,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,"Greece, Italy",,
788,,Albania,"Mar 12, 2020",,"All banks were closed from the 12th to the 16th, but ATMs remained open.",,,,limited nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
786,,Albania,"Mar 12, 2020",,"shut all cafes, bars, restaurants",,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,"Durresi, Tirana",
785,,Albania,"Mar 12, 2020",,Tirana and Durresi suspended indefinitely all public transport,,,,public transport stopped,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,"Durresi, Tirana",
784,,Albania,"Mar 12, 2020",,"Fier proceeded to force the closure of most bars and cafes,",,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
793,,Albania,"Mar 15, 2020",,Educational institutions were ordered to prepare for moving k-12 instruction online.,,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
799,,Albania,"Mar 16, 2020",,"Television stations were banned from having more than two people in the same room for a talk show, on the pain of a 1 million lek fine (8300 euros). Private hospitals that refuse to offer capacities were to be fined up to 5 million lek (40000 euros). Any trade in food or medicine that did not comply with the specified government safety regulations to combat infections risked a fine of up to 10 million lek (83000 euros). The legislation, called a ""normative act"", is an emergency law taking effect without prior approval by parliament.[25] Furthermore, a national curfew was imposed: each day, all citizens were required to return to stay in their homes from 18:00 onward, as well as a ban on sitting in public places. Those found in violation will be fined",,,,compulsory isolation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
801,,Andorra,"Mar 12, 2020",,"On 12 March, a second case was confirmed, a 87-year-old woman whose daughter is a teacher.",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
800,,Andorra,"Mar 02, 2020",,"On 2 March, Andorra confirmed its first coronavirus case, a 20-year-old man who had returned from Milan. The tests conducted have shown a positive infection, and he will remain in hospital for further tests and his immediate social circle will be monitored, the government said in a statement. He was discharged on 8 March",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
794,,Albania,"Mar 15, 2020",,"All physical government operations except essential activities were shut down, and civil servants ordered to stay down, but online services continued. All museums, cinemas, theatres, and public parks were closed indefinitely.",,,,"limited nonessential business suspension, public green closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
795,,Albania,"Mar 15, 2020",,The Albanian government began organizing a charter flight to extract remaining Albanian citizens in Italy; all air travel to Italy and Greece was indefinitely suspended.,,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
798,,Albania,"Mar 16, 2020",,"On 16 March, another wide-ranging ""emergency legislation"" was adopted, specifying various fines for violations of protocol, to be effective immediately. Social, cultural, and political gatherings, whether in enclosed or open-air spaces, were banned, and violators could be fined up to 5 million lek (or 40,000 euros).",,,,outdoor gatherings banned,2,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
797,,Albania,"Mar 16, 2020",,"On 16 March, Albania indefinitely suspended all air traffic to and from the United Kingdom.",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,United Kingdom,,
796,,Albania,"Mar 15, 2020",,"As of the 15th, in addition to the private vehicle ban, the public transportation ban was extended to the Shkodra-Lezha, Elbasani-Korça, Lushnja-Fieri, and Fieri-Vlora roads.",,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Albania,,,,
803,,Andorra,"Mar 13, 2020","Mar 27, 2020","On 13 March, the Prime Minister Xavier Espot announced in a special public appearance that ordered the closure of all public establishments except basic stores, pharmacies and gas stations during two weeks","basic stores, pharmacies and gas stations",,,general nonessential business suspension,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
804,,Andorra,"Mar 15, 2020",,"On 15 March, it was announced that there were four new active cases in Andorra, making a total of 6 cases (5 of them being active at the time). All four people that contracted the virus had been in contact with the 87-year-old woman.",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
802,,Andorra,"Mar 16, 2020",,The Government announced that it would close all schools from 16 March.,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
810,,Russia,"Jan 30, 2020",,Border with China is closed.,,,,international travel ban - risk countries,,https://www.cnbc.com/2020/01/30/coronavirus-russia-closes-border-with-china-to-prevent-spread.html,,China,,
809,,Belarus,"Mar 21, 2020",,"As of 21 March, a total of 76 confirmed cases have been reported.",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus,,,,
808,,Belarus,"Mar 20, 2020",,"As of 20 March, 69 cases have been registered, including 15 recovered and 42 cases of asymptomatic infection course.",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus,,,,
807,,Belarus,"Mar 18, 2020",,"As of 18 March, a total of 51 confirmed cases have been registered, including 5 recoveries and 37 cases of asymptomatic infection course.",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Belarus,,,,
806,,Andorra,"Mar 17, 2020",,"On 17 March, the toll of cases raised to 39. The Co-Prince Joan Enric Vives Sicília addressed a special televised message calling for the calm gratitude and collaboration among all.",,,,"case reporting, public announcement",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
805,,Andorra,"Mar 16, 2020",,On 16 March the Prime Minister ordered the closing of all construction and industrial activity as the coronavirus cases amounted to 14 after a rise of 9 on the day with the highest number of cases registered.,,,,,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Andorra,,,,
,,US: S Carolina,"Mar 12, 2020",,South Carolina Science Olympiad announces its decision to cancel its state championship tournaments for both divisions,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,
,,US: S Carolina,"Mar 12, 2020","Apr 03, 2020",The South Carolina Independent School Association (SCISA) announces that it will be suspending all athletics,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_South_Carolina#Government_response,,,,
,,Bosnia and Herzegovina,"Mar 24, 2020",,"On 24 March 2020, Council of Ministers of Bosnia and Herzegovina issued a decision which bans entrance for all foreigners, and also from 30 March 2020 all borders at airports in Bosnia and Herzegovina will be closed for passengers, and airplanes could land only to deliver cargo.",,,,international travel ban - all countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 18, 2020",,"The Headquarters of Federation of B&H issued on 18 March an order that banned all public gatherings, suspending the operation of all catering facilities for the preparation and sale of food and beverages, restaurants, pizzerias, confectioneries, beauty salons, hookah bars, coffee bars, discos, tea shops, cafes, private dentists.",,,Federation of Bosnia and Herzegovina,"general nonessential business suspension, outdoor gatherings banned, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,,,
,,Bosnia and Herzegovina,"Mar 15, 2020",,"On 15 March 2020, Council of Ministers of Bosnia and Herzegovina issued a decision which forbids for foreign nationals entering Bosnia and Herzegovina to enter from areas with intensive transmission of virus coronas, and especially from: Provinces of the PRC (Wuhan), South Korea, Japan, Italy, Iran, France, Romania, Germany, Austria, Spain, Switzerland and Belgium.",,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bosnia_and_Herzegovina,,"Austria, Belgium, France, Germany, Iran, Italy, Japan, Provinces of the PRC (Wuhan), Romania, South Korea, Spain, Switzerland",,
,,US: Florida,"Mar 16, 2020",,"On March 16, MLB announced that the season will be postponed indefinitely",,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
,,US: Florida,"Mar 12, 2020",,Several leagues began postponing or suspending their seasons,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
,,US: Florida,"Mar 12, 2020","Apr 04, 2020","Florida International University in Miami announced that it will transition to remote learning, The University of South Florida in Tampa announced that all classes will consist of remote instruction for two weeks following spring break",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,
812,,Mexico,"Mar 11, 2020",,First quarantines - a man returned Europe and 8 other people he was in contact with quarantined,,,,"confirmed case isolation, contact isolation - no symptoms",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
813,,Mexico,"Mar 13, 2020",,Several major sporting and cultural events canceled or postponed,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
814,,Mexico,"Mar 14, 2020",,All sporting and civic events in schools canceled,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
815,,Mexico,"Mar 20, 2020","Apr 20, 2020","School Easter break extended, i.e. efficiently closing schools",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
816,,Mexico,"Mar 17, 2020",,"Several universities suspended classes ",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
817,,Mexico,"Mar 18, 2020",,Colima Governor declared a state of emergency,,,Colima,"special management arrangements, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
818,,Mexico,"Mar 21, 2020","Mar 23, 2020","Closure of archeological sites (place of mass tourist gatherings). The closure is temporary for 1-3 days, restrictive measures will follow after re-opening.",,,,cultural activity limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
819,,Mexico,"Mar 15, 2020",,Soccer Liga MX suspended,,,,sports cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,
820,,Mexico,"Mar 19, 2020",,Temperature screening at Mexico City airport,,,,international traveller screening - all countries,,https://mexiconewsdaily.com/news/coronavirus/cdmx-airport-ramps-up-passenger-health-checks/,,,,
821,,Mexico,"Mar 17, 2020",,Inflatable hospital installed in Hidalgo before anticipated outbreak,,,,hospital construction,,https://mexiconewsdaily.com/news/coronavirus/inflatable-hospital-installed-in-hidalgo/,,,,
822,,Mexico,"Mar 17, 2020",,"Public events over 1,000 people suspended in Mexico City",,,Mexico City,outdoor gatherings banned,1000,https://mexiconewsdaily.com/news/coronavirus/mexico-city-bans-events-with-more-than-1000-people/,,,,
823,,Mexico,"Mar 23, 2020","Apr 20, 2020",Voluntary social distancing program by the Health Ministry commences,,,,social distancing advice,,https://mexiconewsdaily.com/news/coronavirus/maintain-a-healthy-distance-to-avoid-infection/,,,,
824,,Bulgaria,"Mar 18, 2020",,"The Ministry of Health announced that citizens from a number of countries would be prohibited from entering Bulgaria starting 00:00 on 18 March. These are China, Iran, Bangladesh, India, the Maldives, Nepal, Sri Lanka, Spain, Italy, South Korea, France, Germany, the Netherlands, Switzerland and the United Kingdom.",,,,international travel ban - risk countries,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,"Bangladesh, China, France, Germany, India, Iran, Italy, Nepal, South Korea, Spain, Sri Lanka, Switzerland, The United Kingdom, the Maldives, the Netherlands",,
835,,Croatia,"Mar 17, 2020",,"On 17 March, Prime Minister Plenković announced closing shopping centres, some shops, restaurants, cinemas, theatres, reading rooms, libraries, gyms, sports centres, fitness centres, recreation centres, dance schools, children's and other workshops, exhibitions, fairs, nightclubs and discos.",,,,"general nonessential business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
838,,Croatia,"Mar 02, 2020",,"On 2 March, Zagreb Philharmonic Orchestra issued a statement that their joint concert with Filarmomica di Milano conducted by Daniele Gatti, set to be held in Vatroslav Lisinski Concert Hall on 10 March, had been cancelled due to the Italian orchestra coming from the affected Italian area which would've increased the risk of exposure to the virus.",,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
830,,Croatia,"Mar 11, 2020",,"On 11 March, Rijeka Film Festival and the Role of Cultural Heritage in Socioeconomic Development and the Preservation of Democratic Values conference were both postponed until further notice.",,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
837,,Croatia,"Mar 16, 2020",,"On 13 March, Prime Minister Plenković announced that all kindergartens, schools and faculties in Croatia would be closed for a fortnight starting on 16 March.",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
836,,Croatia,"Mar 13, 2020",,"On 11 March it was announced that kindergartens, schools and faculties in Istria County would be closed from 13 March, with students of the first four grades of primary school keeping up with classes via the TV channel HRT 3 or via Sharepoint from Microsoft Office.",,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
834,,Croatia,"Mar 14, 2020",,"On 14 March, the Government banned price increases and set the 30 January price as the highest possible for the following products: flour, milk, milk powder, eggs, sugar, salt, rice, pasta, fresh meat, fish, fruit, vegetables, canned meat, canned fish, edible oil, baby food, baby diapers, drinking water, laundry detergent, dishwasher detergent, soap, as well as water disinfectants, space disinfectants, hand sanitisers including concentrated alcohol, hazmat suits and other protective clothes and shoes, goggles, protective gloves, protective shoe covers, protective masks, respirators/transport fans, medication, medical products and bed covers for medical system; to avoid price increases amid panic buying.",,,,price ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
833,,Croatia,"Mar 20, 2020",,"On 20 March, Croatian National Theatre Ivan pl. Zajc in Rijeka started with an online virtual program Zajc With You on their YouTube channel, as an act responsibility and in solidarity with its audience, citizens of Rijeka and the wider community, especially those most vulnerable ones, either because of their age or because they are ""on the front line of defense against the virus"". Some ensembles will not continue their regular and usual work, because it involves gathering of more people, such as orchestras or choirs, and physical contact, such as ballet ensembles.",,,,remote cultural content,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
832,,Croatia,"Mar 18, 2020",,"The same day, the Croatian National Theater in Zagreb decided, in collaboration with the daily newspaper 24sata, to allow citizens access quality cultural content through a YouTube channel, which will feature daily performances from the branches of opera, ballet and drama, and the viewers will be able to watch some of the most popular performances of the Theater, such as One Song a Day Takes Mischief Away, Swan Lake and Ero the Joker.",,,,remote cultural content,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
829,,Bulgaria,"Mar 21, 2020",,"After testing positive for COVID-19, business magnate Kiril Domuschiev announced that his company will procure chloroquine from foreign sources and donate it to the national coronavirus task force. Chloroquine, a quinine drug, has shown positive effects on COVID-19 patients in China and France. The Bulgarian government is looking into import opportunities from China and domestic production by local pharmaceutical companies.",,,,"medical aid, medical staff protective equipment",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,
828,,Bulgaria,"Mar 20, 2020",,On 20 March the cases increased to 127 and the first recovery occurred.,,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,
839,,Croatia,"Mar 11, 2020",,"On 11 March, the annual music award ceremony Porin, set to be held on 27 March in Centar Zamet in Rijeka, was postponed until further notice.",,,,very large event cancellation or postponement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
827,,Bulgaria,"Mar 19, 2020",,"On 19 March the cases rose to 105 and an 80-year old woman died from COVID-19 on the same day, making her the third victim from the disease in Bulgaria.",,,,case reporting,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,
826,,Bulgaria,"Mar 17, 2020",,Bansko became the first town in the country to be put under quarantine,,Bansko,,blanket isolation - no symptoms,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,
825,,Bulgaria,"Mar 16, 2020",,"Additionally, sanitary control units will be established on some border crossings with Serbia, North Macedonia, Greece and Romania.",,,,hygiene enforcement,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,"Greece, North Macedonia, Romania, Serbia",,
831,,Croatia,"Mar 19, 2020",,"On 18 March, it was announced that, as of the next day, all cultural institutions in Croatia will be closed",,,,cultural activity limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
840,,Croatia,"Mar 11, 2020",,"Archbishop of Zagreb Josip Bozanić supported the removal of holy water from church entrances and handshakes from the Mass, and recommended believers to receive the communion bread from priests into their own hands instead of directly into their mouth. He also recommended believers who had symptoms of respiratory system infection, had visited affected areas, had been in contact with a carrier of the virus, were elderly or suffered from chronic illnesses not to attend the Mass.",,,,"public hygiene, religious activity limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,
841,,Bulgaria,"Mar 21, 2020",,"Exports of all quinine-based drugs were prohibited until further notice, and 35,000 doses of quinine-based Analgin for export have been diverted for domestic consumption. Another 250,000 doses of the drug can reportedly be produced on a short notice by local pharmaceutical companies.",,,,prohibition of medicine export,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,,,
